shell_cell,left,right,center,anchor_envelope,candidate_envelope,anchor_peak_position,candidate_peak_position,peak_position_shift_in_cell_widths,anchor_peak_amplitude,candidate_peak_amplitude,peak_amplitude_relative_difference
1,-178.92099189491336,-44.44472080598912,-111.68285635045123,0.007436256165511434,0.007436256165511432,-46.492462269424266,-46.492462269424266,0.0,1.3959818276253275,1.39333666605449,-0.0018948395448221771
2,-44.44472080598912,-34.09060256837513,-39.26766168718213,0.09657992858988645,0.09657992858988633,-36.09414812744552,-36.09414812744552,0.0,1.508917345554584,1.5083494923826621,-0.00037633152908919226
3,-34.09060256837513,-23.841862764101908,-28.96623266623852,0.09757297180898755,0.09757297180898758,-25.79581777529347,-25.79581777529347,0.0,1.539994623882958,1.5389816064998645,-0.000657805791905513
4,-23.841862764101908,-13.504428806840334,-18.67314578547112,0.0967358054362752,0.09673580543627533,-15.397503633314706,-15.397503633314706,0.0,1.54810902234452,1.5484957029304514,0.0002497760689655966
5,-13.504428806840334,-3.240719590511447,-8.37257419867589,0.09743066360542109,0.09743066360542127,-5.0991732811626775,-5.0991732811626775,0.0,1.558815728339976,1.5587245381018513,-5.8499690801657986e-05
6,-3.240719590511447,7.048221860557375,1.9037511350229641,0.09719172810494701,0.09719172810494763,5.099173281162649,5.099173281162649,0.0,1.558815728339976,1.5587245381018513,-5.8499690801657986e-05
7,7.048221860557375,17.419280588045748,12.233751224301562,0.09642217118581264,0.09642217118581248,15.397503633314692,15.397503633314692,0.0,1.54810902234452,1.5484957029304514,0.0002497760689655966
8,17.419280588045748,27.74041638317088,22.579848485608316,0.09688856147715048,0.0968885614771504,25.795817775293443,25.795817775293443,0.0,1.539994623882958,1.5389816064998645,-0.000657805791905513
9,27.74041638317088,38.17552276008802,32.95796957162945,0.09583035992925178,0.09583035992925194,36.09414812744549,36.09414812744549,0.0,1.508917345554584,1.5083494923826621,-0.00037633152908919226
10,38.17552276008802,178.92099189491336,108.54825732750069,0.007105024454052358,0.007105024454052408,46.49246226942424,46.49246226942424,0.0,1.3959818276253275,1.39333666605449,-0.0018948395448221771
