q,n_lda
0.34972605561276993,0.73438470133418554
0.44964778578784603,0.73435726875322138
0.54956951596292924,0.73432296064174074
0.64949124613800535,0.73428176538367729
0.74941297631308146,0.73423366901396725
0.84933470648815756,0.73417865520411119
0.94925643666323367,0.73411670524580308
1.0491781668383098,0.7340477980314899
1.149099897013393,0.73397191003322582
1.2490216271884691,0.73388901527777484
1.3489433573635452,0.73379908532023541
1.4488650875386213,0.73370208921436819
1.5487868177136974,0.73359799348099108
1.6487085478887735,0.73348676207182684
1.7486302780638567,0.73336835633244113
1.8485520082389328,0.73324273496131531
1.9484737384140089,0.73310985396562223
2.0483954685890851,0.73296966661450091
2.1483171987641612,0.73282212338869335
2.2482389289392373,0.73266717192665687
2.3481606591143205,0.73250475696772077
2.4480823892893966,0.73233482029137753
2.5480041194644727,0.73215730065259499
2.6479258496395488,0.73197213371349057
2.7478475798146249,0.73177925197114013
2.847769309989701,0.73157858468061199
2.9476910401647771,0.73137005777413555
3.0476127703398603,0.7311535937751541
3.1475345005149364,0.73092911170805741
3.2474562306900125,0.73069652700268484
3.3473779608650887,0.73045575139337138
3.4472996910401648,0.73020669281276418
3.5472214212152409,0.72994925527961363
3.6471431513903241,0.72968333878031166
3.7470648815654002,0.72940883914463206
3.8469866117404763,0.72912564791408108
3.9469083419155524,0.72883365220354057
4.0468300720906285,0.72853273455483936
4.1467518022657046,0.72822277278395808
4.2466735324407878,0.72790363981720652
4.3465952626158639,0.72757520352171645
4.44651699279094,0.72723732652433859
4.5464387229660161,0.72688986602144445
4.6463604531410923,0.72653267357895124
4.7462821833161684,0.72616559491984112
4.8462039134912516,0.7257884697016761
4.9461256436663277,0.72540113128035677
5.0460473738414038,0.72500340646114814
5.1459691040164799,0.72459511523606301
5.245890834191556,0.7241760705060114
5.3458125643666321,0.72374607778669264
5.4457342945417082,0.72330493489811665
5.5456560247167914,0.72285243163661739
5.6455777548918675,0.72238834942617536
5.7454994850669436,0.72191246095041328
5.8454212152420197,0.72142452976299132
5.9453429454170958,0.72092430987287748
6.045264675592172,0.7204115453066533
6.1451864057672552,0.71988596964262519
6.2451081359423313,0.71934730551628667
6.3450298661174074,0.71879526409588101
6.4449515962924835,0.71822954452317589
6.5448733264675596,0.71764983332104038
6.6447950566426357,0.71705580375998323
6.7447167868177189,0.71644711518558069
6.844638516992795,0.71582341230077162
6.9445602471678711,0.71518432439994939
7.0444819773429472,0.71452946455223554
7.1444037075180233,0.71385842872779648
7.2443254376930994,0.71317079486470192
7.3442471678681827,0.71246612187018599
7.4441688980432588,0.71174394855005829
7.5440906282183349,0.7110037924626269
7.644012358393411,0.71024514868826572
7.7439340885684871,0.70946748850791863
7.8438558187435632,0.70867025798269623
7.9437775489186393,0.70785287642615202
8.0436992790937225,0.70701473475843812
8.1436210092687986,0.70615519373108526
8.2435427394438747,0.70527358201194801
8.3434644696189508,0.70436919411553589
8.4433861997940269,0.70344128816361007
8.543307929969103,0.70248908345978833
8.6432296601441863,0.70151175786030961
8.7431513903192624,0.70050844491697006
8.8430731204943385,0.69947823077369975
8.9429948506694146,0.69842015078551611
9.0429165808444907,0.69733318583325143
9.1428383110195668,0.69621625829983458
9.24276004119465,0.69506822767061061
9.3426817713697261,0.69388788571472326
9.4426035015448022,0.69267395119901942
9.5425252317198783,0.69142506408103821
9.6424469618949544,0.69013977911571822
9.7423686920700305,0.68881655880681358
9.8422904222451137,0.68745376561957294
9.9422121524201899,0.68604965336134449
10.042133882595266,0.6846023576206266
10.142055612770342,0.68310988514121385
10.241977342945418,0.68157010198523715
10.341899073120494,0.67998072031638679
10.44182080329557,0.67833928360993712
10.541742533470654,0.67664315005662745
10.64166426364573,0.67488947389437515
10.741585993820806,0.67307518434972069
10.841507723995882,0.67119696181452371
10.941429454170958,0.66925121081487093
11.041351184346034,0.66723402923980091
11.141272914521117,0.66514117319911081
11.241194644696193,0.66296801674433725
11.34111637487127,0.66070950553204755
11.441038105046346,0.65836010331008099
11.540959835221422,0.65591372985499485
11.640881565396498,0.65336368868053607
11.740803295571581,0.65070258243508117
11.840725025746657,0.64792221339961809
11.940646755921733,0.64501346583937713
12.040568486096809,0.64196616610910762
12.140490216271886,0.63876891529661672
12.240411946446962,0.6354088877028452
12.340333676622045,0.63187158648110486
12.440255406797121,0.62814054507702455
12.540177136972197,0.62419695944844822
12.640098867147273,0.62001923096715306
12.740020597322349,0.6155823927720061
12.839942327497425,0.610857382165926
12.939864057672501,0.6058101068895152
13.039785787847585,0.60040023130272258
13.139707518022661,0.59457957564381414
13.239629248197737,0.58828997087993562
13.339550978372813,0.5814603315918645
13.439472708547889,0.5740025791385448
13.539394438722965,0.56580582870719254
13.639316168898048,0.55672787291813974
13.739237899073125,0.54658230190920598
13.839159629248201,0.53511827502915743
13.939081359423277,0.52198726893379388
14.039003089598353,0.50668524835077222
14.138924819773429,0.48844462982628523
14.238846549948512,0.46601246598174373
14.338768280123588,0.43713112821842082
14.438690010298664,0.39705563338543071
14.53861174047374,0.3325418336289625
14.638533470648817,0.15081574632404077
14.738455200823893,0
14.838376930998976,0
14.938298661174052,0
15.038220391349128,0
15.138142121524204,0
15.23806385169928,0
15.337985581874356,0
15.437907312049433,0
15.537829042224516,0
15.637750772399585,0
15.737672502574668,0
15.837594232749751,0
15.93751596292482,0
16.037437693099903,0
16.137359423274972,0
16.237281153450056,0
16.337202883625125,0
16.437124613800208,0
16.537046343975291,0
16.63696807415036,0
16.736889804325443,0
16.836811534500512,0
16.936733264675595,0
17.036654994850679,0
17.136576725025748,0
17.236498455200831,0
17.3364201853759,0
17.436341915550983,0
17.536263645726052,0
17.636185375901135,0
17.736107106076219,0
17.836028836251288,0
17.935950566426371,0
18.03587229660144,0
18.135794026776523,0
18.235715756951592,0
18.335637487126675,0
18.435559217301758,0
18.535480947476827,0
18.635402677651911,0
18.73532440782698,0
18.835246138002063,0
18.935167868177146,0
19.035089598352215,0
19.135011328527298,0
19.234933058702367,0
19.33485478887745,0
19.434776519052519,0
19.534698249227603,0
19.634619979402686,0
19.734541709577755,0
19.834463439752838,0
19.934385169927907,0
20.03430690010299,0
20.134228630278074,0
20.234150360453143,0
20.334072090628226,0
20.433993820803295,0
20.533915550978378,0
20.633837281153447,0
20.73375901132853,0
20.833680741503613,0
20.933602471678682,0
21.033524201853766,0
21.133445932028835,0
21.233367662203918,0
21.333289392378987,0
21.43321112255407,0
21.533132852729153,0
21.633054582904222,0
21.732976313079305,0
21.832898043254374,0
21.932819773429458,0
22.032741503604541,0
22.13266323377961,0
22.232584963954693,0
22.332506694129762,0
22.432428424304845,0
22.532350154479914,0
22.632271884654998,0
22.732193614830081,0
22.83211534500515,0
22.932037075180233,0
23.031958805355302,0
23.131880535530385,0
23.231802265705454,0
23.331723995880537,0
23.431645726055621,0
23.53156745623069,0
23.631489186405773,0
23.731410916580842,0
23.831332646755925,0
23.931254376931008,0
24.031176107106077,0
24.13109783728116,0
24.231019567456229,0
24.330941297631313,0
24.430863027806382,0
24.530784757981465,0
24.630706488156548,0
24.730628218331617,0
24.8305499485067,0
24.930471678681769,0
25.030393408856852,0
25.130315139031936,0
25.230236869207005,0
25.330158599382088,0
25.430080329557157,0
25.53000205973224,0
25.629923789907309,0
25.729845520082392,0
25.829767250257476,0
25.929688980432545,0
26.029610710607628,0
26.129532440782697,0
26.22945417095778,0
26.329375901132849,0
26.429297631307932,0
26.529219361483015,0
26.629141091658084,0
26.729062821833168,0
26.828984552008237,0
26.92890628218332,0
27.028828012358403,0
27.128749742533472,0
27.228671472708555,0
27.328593202883624,0
27.428514933058707,0
27.528436663233776,0
27.62835839340886,0
27.728280123583943,0
27.828201853759012,0
27.928123583934095,0
28.028045314109164,0
28.127967044284247,0
28.227888774459331,0
28.3278105046344,0
28.427732234809483,0
28.527653964984552,0
28.627575695159635,0
28.727497425334704,0
28.827419155509787,0
28.92734088568487,0
29.027262615859939,0
29.127184346035023,0
29.227106076210092,0
29.327027806385175,0
29.426949536560244,0
29.526871266735327,0
29.62679299691041,0
29.726714727085479,0
29.826636457260562,0
29.926558187435631,0
30.026479917610715,0
30.126401647785798,0
30.226323377960867,0
30.32624510813595,0
30.426166838311019,0
30.526088568486102,0
30.626010298661171,0
30.725932028836255,0
30.825853759011338,0
30.925775489186407,0
31.02569721936149,0
31.125618949536559,0
31.225540679711642,0
31.325462409886711,0
31.425384140061794,0
31.525305870236878,0
31.625227600411947,0
31.72514933058703,0
31.825071060762099,0
31.924992790937182,0
32.024914521112265,0
32.124836251287334,0
32.224757981462417,0
32.324679711637486,0
32.42460144181257,0
32.524523171987639,0
32.624444902162722,0
32.724366632337805,0
32.824288362512874,0
32.924210092687957,0
33.024131822863026,0
33.124053553038109,0
33.223975283213193,0
33.323897013388262,0
33.423818743563345,0
33.523740473738414,0
33.623662203913497,0
33.723583934088566,0
33.823505664263649,0
33.923427394438733,0
34.023349124613802,0
34.123270854788885,0
34.223192584963954,0
34.323114315139037,0
34.423036045314106,0
34.522957775489189,0
34.622879505664272,0
34.722801235839341,0
34.822722966014425,0
34.922644696189494,0
35.022566426364577,0
35.12248815653966,0
35.222409886714729,0
35.322331616889812,0
35.422253347064881,0
35.522175077239964,0
35.622096807415033,0
35.722018537590117,0
35.8219402677652,0
35.921861997940269,0
36.021783728115352,0
36.121705458290421,0
36.221627188465504,0
36.321548918640573,0
36.421470648815657,0
36.52139237899074,0
36.621314109165809,0
36.721235839340892,0
36.821157569515961,0
36.921079299691044,0
37.021001029866127,0
37.120922760041196,0
37.22084449021628,0
37.320766220391349,0
37.420687950566432,0
37.520609680741501,0
37.620531410916584,0
37.720453141091667,0
37.820374871266736,0
37.920296601441819,0
38.020218331616888,0
38.120140061791972,0
38.220061791967055,0
38.319983522142124,0
38.419905252317207,0
38.519826982492276,0
38.619748712667359,0
38.719670442842428,0
38.819592173017512,0
38.919513903192595,0
39.019435633367664,0
39.119357363542747,0
39.219279093717816,0
39.319200823892899,0
39.419122554067968,0
39.519044284243051,0
39.618966014418135,0
39.718887744593204,0
39.818809474768287,0
39.918731204943356,0
40.018652935118439,0
40.118574665293522,0
40.218496395468591,0
40.318418125643674,0
40.418339855818743,0
40.518261585993827,0
40.618183316168896,0
40.718105046343979,0
40.818026776519062,0
40.917948506694131,0
41.017870236869214,0
41.117791967044283,0
41.217713697219367,0
41.317635427394436,0
41.417557157569519,0
41.517478887744602,0
41.617400617919671,0
41.717322348094754,0
41.817244078269823,0
41.917165808444906,0
42.01708753861999,0
42.117009268795059,0
42.216930998970142,0
42.316852729145211,0
42.416774459320294,0
42.516696189495363,0
42.616617919670446,0
42.716539649845529,0
42.816461380020598,0
42.916383110195682,0
43.016304840370751,0
43.116226570545834,0
43.216148300720917,0
43.316070030895986,0
43.415991761071069,0
43.515913491246138,0
43.615835221421221,0
43.71575695159629,0
43.815678681771374,0
43.915600411946457,0
44.015522142121526,0
44.115443872296609,0
44.215365602471678,0
44.315287332646761,0
44.41520906282183,0
44.515130792996914,0
44.615052523171997,0
44.714974253347066,0
44.814895983522149,0
44.914817713697218,0
45.014739443872301,0
45.114661174047384,0
45.214582904222453,0
45.314504634397537,0
45.414426364572606,0
45.514348094747689,0
45.614269824922758,0
45.714191555097841,0
45.814113285272924,0
45.914035015447993,0
46.013956745623076,0
46.113878475798145,0
46.213800205973229,0
46.313721936148298,0
46.413643666323381,0
46.513565396498464,0
