dt,energy,conservative_stderr,case_id,run_name,result_schema_version,run_id,bundle_sha256,run_status,energy_status,energy_publication_accepted,energy_publication_status,energy_status_basis,source_energy_publication_accepted,source_energy_publication_status,energy_assessment_manifest_sha256,energy_assessment_run_id,seed_count,seeds,summary_path,summary_sha256,manifest_path,manifest_sha256,manifest_verification,local_acceptance_fraction_mean,invalid_proposal_fraction_max,metropolis_rejection_fraction_max,configuration_esjd_mean,log_weight_span_max,rhat_energy,neff_energy,population_weight_status
0.00025,35333.61359597035,0.0010045971494192765,N20_A10,dmc_benchmark_packet,dmc_benchmark_packet_v3,dmc_benchmark_packet_2026-07-15T05:36:29Z_486c83563faf,d188eb642a88d4c25b9f35077d3271c3632eb782174a37eb9df3f209c3985a17,insufficient_samples,accepted,True,accepted,source_packet,True,accepted_with_precision_warning,7e5038095da52b337f4a787069cabb1135ff41987d70b5c525dc6bee5f5d7e95,dmc_final_matrix_assembly_2026-07-15T10:47:01Z_f295addf0a1a,5,"7001,7002,7003,7004,7005",/Users/batu/Desktop/UPC/TFM/hardrod-qmc/results/dmc/final_matrix/thesis_5seed_all_optimized_v1/N20_A10/summary.json,73d3321e9bd678a8321da6de1e79096b8ba389695362492dafd2418811f159fb,/Users/batu/Desktop/UPC/TFM/hardrod-qmc/results/dmc/final_matrix/thesis_5seed_all_optimized_v1/N20_A10/run_manifest.json,60f49f86326d5ba19125f6952b62f98b210dcfdbfcd79ebc10a2eecde191195f,summary_bound_with_unrelated_artifact_warnings,0.9592915903727214,0.0062109375,0.04025390625,0.004853528211108618,7.007153512271134,1.0000473965415244,5782.9292825377115,accepted
0.0004,35333.604262800836,0.00396323407324318,N20_A10,dmc_trapped_stationarity_grid,dmc_trapped_stationarity_grid_v2,dmc_trapped_stationarity_grid_2026-07-16T12:08:17Z_ec73d2c7fb2a,21f6db3c659d4273b83e61fbf8517afac500cd02510ee6996b057e1905beeddf,accepted_with_warnings,blocking_plateau_unresolved_correlated_error_available,True,accepted_with_precision_warning,source_summary,True,accepted_with_precision_warning,,,3,"10531,10532,10533",/Users/batu/Desktop/UPC/TFM/hardrod-qmc/results/dmc/systematics/timestep_energy_v1/N20_A10/dt_0.0004_seeds10531_10533_tau180/summary.json,0b037ec00a17b0f151d536ad13677e9cd7e32c2942bb4d77230ac9664c91409e,/Users/batu/Desktop/UPC/TFM/hardrod-qmc/results/dmc/systematics/timestep_energy_v1/N20_A10/dt_0.0004_seeds10531_10533_tau180/run_manifest.json,ec9a7f2fe59b99b64a694dc96e874d8809b719e37e85e5bc735aa3f1be32a74e,verified,0.9294885651370213,0.01416015625,0.06615423387096774,0.007564520226939869,7.061801817730076,1.0006908057149495,2042.1265926685087,accepted
0.0005,35333.597105673136,0.004481049624599525,N20_A10,dmc_trapped_stationarity_grid,dmc_trapped_stationarity_grid_v2,dmc_trapped_stationarity_grid_2026-07-16T11:14:39Z_f524bbd1aed4,a8b815f02aba611e49dbe60eb3a12eb093baf2e78a1ed529ea31df8cbc955828,accepted_with_warnings,blocking_plateau_unresolved_correlated_error_available,True,accepted_with_precision_warning,source_summary,True,accepted_with_precision_warning,,,3,"10501,10502,10503",/Users/batu/Desktop/UPC/TFM/hardrod-qmc/results/dmc/systematics/timestep_energy_v1/N20_A10/dt_0.0005_seeds10501_10503_tau60/summary.json,c436edef9444db96f3c3d4f2a077ba6e9a1f7ec0553e1da21fb0bdebb7202e44,/Users/batu/Desktop/UPC/TFM/hardrod-qmc/results/dmc/systematics/timestep_energy_v1/N20_A10/dt_0.0005_seeds10501_10503_tau60/run_manifest.json,ff2af9921f04d6f8c4bcf27b6279ba1578cd6d03f574f190a4cf43fbec4fd4ec,verified,0.9090545301649305,0.0167578125,0.08515625,0.009276341121483385,6.66755153313478,1.001175626071481,607.1289935740982,accepted
0.000625,35333.589541746835,0.0046204930458397875,N20_A10,dmc_trapped_stationarity_grid,dmc_trapped_stationarity_grid_v2,dmc_trapped_stationarity_grid_2026-07-16T11:24:31Z_d16a899352ea,51f5e87e7702afc1382401b4449d3f4a7f9ab6ec2f771b97bdfe802b985392d3,accepted_with_warnings,blocking_plateau_unresolved_correlated_error_available,True,accepted_with_precision_warning,source_summary,True,accepted_with_precision_warning,,,3,"10521,10522,10523",/Users/batu/Desktop/UPC/TFM/hardrod-qmc/results/dmc/systematics/timestep_energy_v1/N20_A10/dt_0.000625_seeds10521_10523_tau60/summary.json,f09d9f586edd5ae9ce759f281dac79c375c3d6fb4de772913c3fc5d269f67212,/Users/batu/Desktop/UPC/TFM/hardrod-qmc/results/dmc/systematics/timestep_energy_v1/N20_A10/dt_0.000625_seeds10521_10523_tau60/run_manifest.json,21e7a4246bf1155b84a61d87f49a78014386286b18868606c78722db705fb703,verified,0.8831165432400173,0.02373046875,0.104931640625,0.011303071576237717,6.911466374056866,1.0018406298410687,556.3289850339804,accepted
